,TXNAME,GENENAME
80663,ENSMUST00000172975.1,Esrra
80664,ENSMUST00000172976.1,Gigyf2
80665,ENSMUST00000172977.7,Jarid2
80666,ENSMUST00000172978.1,Zic4
80667,ENSMUST00000172979.3,H2-Q5
80668,ENSMUST00000172980.1,Pitx3
80669,ENSMUST00000172981.1,Rhoj
80670,ENSMUST00000172982.1,Cml1
80671,ENSMUST00000172983.7,Apoe
80672,ENSMUST00000172984.1,Slco1a6
80673,ENSMUST00000172985.1,Lrrc71
80674,ENSMUST00000172987.1,Pfas
80675,ENSMUST00000172988.7,Siglech
80676,ENSMUST00000172989.1,Gm4133
80677,ENSMUST00000172990.7,Pax6
80678,ENSMUST00000172991.1,Kpna1
80679,ENSMUST00000172992.1,Akap5
80680,ENSMUST00000172993.1,Bag6
80681,ENSMUST00000172994.1,H2-Q1
80682,ENSMUST00000172996.1,Smarca4
80683,ENSMUST00000172997.2,Uncx
80684,ENSMUST00000172998.7,Slit2
80685,ENSMUST00000172999.1,Vars
80686,ENSMUST00000173001.2,Grm7
80687,ENSMUST00000173002.7,C1qtnf2
80688,ENSMUST00000173003.1,Jarid2
80689,ENSMUST00000173004.1,Lsm2
80690,ENSMUST00000173005.1,Ube4b
80691,ENSMUST00000173006.7,Mcf2l
80692,ENSMUST00000173008.1,Efr3a
80693,ENSMUST00000173009.7,Lig3
80694,ENSMUST00000173010.7,Atf2
80695,ENSMUST00000173011.7,Snx14
80696,ENSMUST00000173013.7,Adamts10
80697,ENSMUST00000173014.1,Dio3
80698,ENSMUST00000173015.7,March2
80699,ENSMUST00000173016.1,H2-Q7
80700,ENSMUST00000173017.1,Duxbl3
80701,ENSMUST00000173018.7,Rgs22
80702,ENSMUST00000173019.7,Rps28
80703,ENSMUST00000173020.1,Gm5227
80704,ENSMUST00000173021.7,Dap3
80705,ENSMUST00000173022.1,Mecom
80706,ENSMUST00000173023.1,Aim2
80707,ENSMUST00000173024.1,Gm18359
80708,ENSMUST00000173025.7,2410017I17Rik
80709,ENSMUST00000173026.1,Gm7230
80710,ENSMUST00000173027.1,Gm3962
80711,ENSMUST00000173028.7,Daxx
80712,ENSMUST00000173029.1,Vmn1r-ps85
80713,ENSMUST00000173030.7,Adamts10
80714,ENSMUST00000173031.1,Tmcc1
80715,ENSMUST00000173032.1,Brd2
80716,ENSMUST00000173033.7,Mocs1
80717,ENSMUST00000173034.7,Miip
80718,ENSMUST00000173035.1,Gm20541
80719,ENSMUST00000173036.1,Gm7648
80720,ENSMUST00000173037.7,Dennd2c
80721,ENSMUST00000173038.1,Gm3654
80722,ENSMUST00000173039.7,Snx14
80723,ENSMUST00000173040.1,Chd1
80724,ENSMUST00000173041.7,Nnat
80725,ENSMUST00000173042.8,Fam13c
80726,ENSMUST00000173043.3,Gpank1
80727,ENSMUST00000173044.1,Vmn2r-ps58
80728,ENSMUST00000173045.1,Vmn2r-ps53
80729,ENSMUST00000173046.7,Rab2b
80730,ENSMUST00000173047.3,Gm20392
80731,ENSMUST00000173048.1,Jakmip1
80732,ENSMUST00000173049.1,B230208B08Rik
80733,ENSMUST00000173050.7,Npas2
80734,ENSMUST00000173051.1,Dusp7
80735,ENSMUST00000173053.1,Obox5
80736,ENSMUST00000173054.7,Zic4
80737,ENSMUST00000173055.2,Esp34
80738,ENSMUST00000173057.1,C4b
80739,ENSMUST00000173058.7,Kcnq5
80740,ENSMUST00000173059.7,Mecom
80741,ENSMUST00000173060.1,Psmd11
80742,ENSMUST00000173061.1,Plcg1
80743,ENSMUST00000173062.1,Mterf3
80744,ENSMUST00000173063.7,Dxo
80745,ENSMUST00000173064.1,Gm20473
80746,ENSMUST00000173065.7,Nelfe
80747,ENSMUST00000173066.1,Vmn1r-ps53
80748,ENSMUST00000173067.8,Trpc7
80749,ENSMUST00000173068.7,Kazn
80750,ENSMUST00000173069.7,Adam32
80751,ENSMUST00000173070.7,1110038B12Rik
80752,ENSMUST00000173071.1,Mtmr12
80753,ENSMUST00000173072.1,Rnf39
80754,ENSMUST00000173073.7,Kmt2c
80755,ENSMUST00000173074.1,Dtnb
80756,ENSMUST00000173075.2,H2-K1
80757,ENSMUST00000173076.1,Gm3617
80758,ENSMUST00000173077.1,Lats2
80759,ENSMUST00000173078.7,Otud4
80760,ENSMUST00000173079.7,Mms22l
80761,ENSMUST00000173080.9,H2-Bl
80762,ENSMUST00000173081.1,Tet1
80763,ENSMUST00000173082.1,Uggt1
80764,ENSMUST00000173084.7,Ube2i
80765,ENSMUST00000173085.7,Yap1
80766,ENSMUST00000173086.1,Mrpl23-ps1
80767,ENSMUST00000173087.1,Tet1
80768,ENSMUST00000173088.1,Ces3b
80769,ENSMUST00000173090.7,Abcf1
80770,ENSMUST00000173091.1,Prdx5
80771,ENSMUST00000173092.1,Zfp423
80772,ENSMUST00000173093.1,Zbtb12
80773,ENSMUST00000173094.7,Dap3
80774,ENSMUST00000173095.1,Tmem229b
80775,ENSMUST00000173096.3,Gm8835
80776,ENSMUST00000173097.7,Msh2
80777,ENSMUST00000173099.7,Mcf2l
80778,ENSMUST00000173100.1,Ppp1r2-ps9
80779,ENSMUST00000173101.2,Vmn1r172
80780,ENSMUST00000173102.1,Hsf4
80781,ENSMUST00000173103.1,H2-Ab1
80782,ENSMUST00000173104.7,Vdr
80783,ENSMUST00000173105.1,L3mbtl2
80784,ENSMUST00000173106.1,Aif1
80785,ENSMUST00000173107.7,Slit2
80786,ENSMUST00000173108.7,Coro1a
80787,ENSMUST00000173109.1,Pla2g6
80788,ENSMUST00000173110.1,Tmcc1
80789,ENSMUST00000173111.1,Abcf1
80790,ENSMUST00000173113.1,Psme1
80791,ENSMUST00000173114.7,Csnk2b
80792,ENSMUST00000173115.1,H2-Q2
80793,ENSMUST00000173116.1,Coro1a
80794,ENSMUST00000173117.6,Tmcc1
80795,ENSMUST00000173119.7,Pde4b
80796,ENSMUST00000173120.1,Ly6g6d
80797,ENSMUST00000173121.1,Zic1
80798,ENSMUST00000173122.1,Rpp21
80799,ENSMUST00000173124.7,Msh5
80800,ENSMUST00000173125.1,Abcf1
80801,ENSMUST00000173127.2,Gm9574
80802,ENSMUST00000173128.1,Gm19684
80803,ENSMUST00000173129.8,Zfp783
80804,ENSMUST00000173130.2,Vmn1r-ps73
80805,ENSMUST00000173131.7,Gm20537
80806,ENSMUST00000173132.7,Ndufa7
80807,ENSMUST00000173133.7,H2-T3
80808,ENSMUST00000173134.7,Abhd16a
80809,ENSMUST00000173135.7,Dap3
80810,ENSMUST00000173136.1,Il1rap
80811,ENSMUST00000173137.1,Ralgapb
80812,ENSMUST00000173138.1,Mettl3
80813,ENSMUST00000173139.1,Calm3
80814,ENSMUST00000173140.3,Tmcc1
80815,ENSMUST00000173141.1,Gm20546
80816,ENSMUST00000173142.1,Vars
80817,ENSMUST00000173143.1,Maob
80818,ENSMUST00000173144.1,Gm4207
80819,ENSMUST00000173145.7,Cys1
80820,ENSMUST00000173146.1,Agpat1
80821,ENSMUST00000173147.7,Flot1
80822,ENSMUST00000173148.1,Gigyf2
80823,ENSMUST00000173150.1,Gm17907
80824,ENSMUST00000173151.7,Zfp101
80825,ENSMUST00000173152.1,Gigyf2
80826,ENSMUST00000173153.7,Rgl2
80827,ENSMUST00000173154.7,Exosc10
80828,ENSMUST00000173155.7,Duxbl1
80829,ENSMUST00000173156.1,Usp32
80830,ENSMUST00000173157.1,Gm20535
80831,ENSMUST00000173158.7,Mterf3
80832,ENSMUST00000173159.1,Chd1
80833,ENSMUST00000173160.1,Vmn2r-ps49
80834,ENSMUST00000173161.1,Rfx3
80835,ENSMUST00000173162.2,Gm20483
80836,ENSMUST00000173163.7,Pla2g6
80837,ENSMUST00000173164.1,Btnl6
80838,ENSMUST00000173165.1,Gm20528
80839,ENSMUST00000173166.1,Uggt1
80840,ENSMUST00000173168.7,Urb2
80841,ENSMUST00000173169.1,Emc9
80842,ENSMUST00000173170.1,Prc1
80843,ENSMUST00000173171.2,Coro2b
80844,ENSMUST00000173172.1,Xpo4
80845,ENSMUST00000173173.7,Gigyf2
80846,ENSMUST00000173174.1,Kmt2c
80847,ENSMUST00000173175.7,Ndufa7
80848,ENSMUST00000173176.1,Baz1a
80849,ENSMUST00000173177.1,Baz1a
80850,ENSMUST00000173178.2,Gm20420
80851,ENSMUST00000173179.1,Gm18358
80852,ENSMUST00000173181.3,Olfr754-ps1
80853,ENSMUST00000173182.1,Ndufa7
80854,ENSMUST00000173183.1,Ddx19a
80855,ENSMUST00000173184.1,Pear1
80856,ENSMUST00000173185.1,Slc22a13b-ps
80857,ENSMUST00000173186.7,Psmd11
80858,ENSMUST00000173187.1,Jmjd1c
80859,ENSMUST00000173189.1,Csnk2b
80860,ENSMUST00000173190.1,Abhd16a
80861,ENSMUST00000173191.1,Kcna4
80862,ENSMUST00000173192.1,Gm8203
80863,ENSMUST00000173193.1,Fam13a
80864,ENSMUST00000173194.7,Arhgap21
80865,ENSMUST00000173195.7,D7Ertd443e
80866,ENSMUST00000173196.2,Vps52
80867,ENSMUST00000173197.1,Dnmt3a
80868,ENSMUST00000173198.7,Magohb
80869,ENSMUST00000173199.7,Dtnb
80870,ENSMUST00000173200.1,Ap1g1
80871,ENSMUST00000173201.1,Banp
80872,ENSMUST00000173202.2,Sra1
80873,ENSMUST00000173203.1,Vmn2r-ps66
80874,ENSMUST00000173204.1,Brd2
80875,ENSMUST00000173205.2,Guf1
80876,ENSMUST00000173206.7,Dennd2c
80877,ENSMUST00000173207.7,Ly6g6c
80878,ENSMUST00000173208.1,4930515G01Rik
80879,ENSMUST00000173209.1,Adam8
80880,ENSMUST00000173210.1,Hoxc6
80881,ENSMUST00000173211.7,Sapcd1
80882,ENSMUST00000173214.1,Rhox4c
80883,ENSMUST00000173216.7,Calu
80884,ENSMUST00000173218.1,Gm18833
80885,ENSMUST00000173220.2,Nlrp5-ps
80886,ENSMUST00000173221.1,Setd1b
80887,ENSMUST00000173222.1,Nrxn1
80888,ENSMUST00000173225.7,Pear1
80889,ENSMUST00000173227.7,Yap1
80890,ENSMUST00000173228.1,Ptpn6
80891,ENSMUST00000173229.1,Pbx2
80892,ENSMUST00000173230.1,Mapk6
80893,ENSMUST00000173231.1,Ube2i
80894,ENSMUST00000173232.1,Polr1c
80895,ENSMUST00000173234.7,Gne
80896,ENSMUST00000173235.7,Gigyf2
80897,ENSMUST00000173236.1,Jmjd1c
80898,ENSMUST00000173237.1,Gm6004
80899,ENSMUST00000173238.7,Pak1ip1
80900,ENSMUST00000173239.7,Mtx1
80901,ENSMUST00000173240.7,Dtnb
80902,ENSMUST00000173241.7,Adamts10
80903,ENSMUST00000173242.7,Agpat1
80904,ENSMUST00000173243.7,Ccdc28a
80905,ENSMUST00000173244.1,Gm4134
80906,ENSMUST00000173245.1,Obox1
80907,ENSMUST00000173246.7,Jarid2
80908,ENSMUST00000173247.1,Abhd16a
80909,ENSMUST00000173248.7,Ank1
80910,ENSMUST00000173249.1,Gm20412
80911,ENSMUST00000173250.1,Uggt1
80912,ENSMUST00000173251.2,Vmn2r-ps75
80913,ENSMUST00000173252.1,Rasgrp1
80914,ENSMUST00000173253.1,Tubb5
80915,ENSMUST00000173254.7,Banp
80916,ENSMUST00000173255.1,Gm8801
80917,ENSMUST00000173256.7,Pou5f1
80918,ENSMUST00000173258.1,Rgl2
80919,ENSMUST00000173259.1,Tmprss11f
80920,ENSMUST00000173260.7,Shmt1
80921,ENSMUST00000173261.1,Greb1l
80922,ENSMUST00000173262.2,H2-DMb2
80923,ENSMUST00000173263.4,Gtf2i
80924,ENSMUST00000173264.7,Yap1
80925,ENSMUST00000173265.1,Gm18200
80926,ENSMUST00000173266.7,Rgl2
80927,ENSMUST00000173267.7,Cyfip1
80928,ENSMUST00000173268.7,Ptbp3
80929,ENSMUST00000173269.1,Neu1
80930,ENSMUST00000173270.7,Stard10
80931,ENSMUST00000173271.7,Usp32
80932,ENSMUST00000173273.1,Flot1
80933,ENSMUST00000173274.1,Gne
80934,ENSMUST00000173275.1,Vmn1r-ps62
80935,ENSMUST00000173277.2,Tnxa
80936,ENSMUST00000173278.2,Gm8750
80937,ENSMUST00000173279.1,Daxx
80938,ENSMUST00000173280.1,H2-T22
80939,ENSMUST00000173281.7,Aif1
80940,ENSMUST00000173283.1,Gm7221
80941,ENSMUST00000173284.1,Rgl2
80942,ENSMUST00000173285.7,Brsk2
80943,ENSMUST00000173286.7,Otud4
80944,ENSMUST00000173287.7,Adamtsl3
80945,ENSMUST00000173289.7,Llgl2
80946,ENSMUST00000173290.3,Gm20447
80947,ENSMUST00000173291.1,Gm20319
80948,ENSMUST00000173292.7,Dennd3
80949,ENSMUST00000173293.1,Gm9921
80950,ENSMUST00000173294.7,E2f7
80951,ENSMUST00000173295.1,Jmjd1c
80952,ENSMUST00000173296.1,Vmn2r-ps60
80953,ENSMUST00000173297.1,Smyd1
80954,ENSMUST00000173298.1,Rhox4a
80955,ENSMUST00000173299.1,Dnm2
80956,ENSMUST00000173300.7,Otud4
80957,ENSMUST00000173302.1,Vars
80958,ENSMUST00000173303.5,Slit2
80959,ENSMUST00000173304.1,Gm20394
80960,ENSMUST00000173305.1,Skiv2l
80961,ENSMUST00000173306.1,Hoxc9
80962,ENSMUST00000173307.1,Grid1
80963,ENSMUST00000173308.1,Esrra
80964,ENSMUST00000173309.1,Vmn2r-ps65
80965,ENSMUST00000173311.7,Chd1
80966,ENSMUST00000173312.5,Kdm2b
80967,ENSMUST00000173313.2,Brsk2
80968,ENSMUST00000173314.1,Malat1
80969,ENSMUST00000173315.7,Ptpn6
80970,ENSMUST00000173316.1,Gm18808
80971,ENSMUST00000173317.2,H2-K1
80972,ENSMUST00000173318.1,Vps52
80973,ENSMUST00000173320.7,Wdr81
80974,ENSMUST00000173321.1,Omt2a
80975,ENSMUST00000173322.7,Gm7030
80976,ENSMUST00000173323.1,Rps18
80977,ENSMUST00000173324.7,Aif1
80978,ENSMUST00000173325.1,Ugt1a10
80979,ENSMUST00000173327.1,Gm18360
80980,ENSMUST00000173328.7,Pbx2
80981,ENSMUST00000173329.7,March2
80982,ENSMUST00000173330.1,Brsk2
80983,ENSMUST00000173332.1,Magohb
80984,ENSMUST00000173333.1,Btnl5-ps
80985,ENSMUST00000173335.7,Plcg1
80986,ENSMUST00000173336.1,Vars
80987,ENSMUST00000173337.1,Flot1
80988,ENSMUST00000173338.1,Gm2991
80989,ENSMUST00000173339.1,Paip1
80990,ENSMUST00000173340.1,Gm318
80991,ENSMUST00000173341.7,Gtf2i
80992,ENSMUST00000173342.7,Zic4
80993,ENSMUST00000173344.1,Gm17919
80994,ENSMUST00000173345.7,Unc13d
80995,ENSMUST00000173346.3,Pax2
80996,ENSMUST00000173347.7,Lig3
80997,ENSMUST00000173348.1,Nkx1-1
80998,ENSMUST00000173349.7,Polr1c
80999,ENSMUST00000173350.1,Vmn2r-ps78
81000,ENSMUST00000173351.1,Bag6
81001,ENSMUST00000173352.1,Fbxo44
81002,ENSMUST00000173353.7,Gm8909
81003,ENSMUST00000173354.8,Rxrb
81004,ENSMUST00000173355.7,Kdm2b
81005,ENSMUST00000173356.7,Greb1l
81006,ENSMUST00000173357.7,Nelfe
81007,ENSMUST00000173358.1,Gm20396
81008,ENSMUST00000173359.1,Ppp2r1a
81009,ENSMUST00000173360.1,Ube2g2
81010,ENSMUST00000173361.1,Tox4
81011,ENSMUST00000173362.7,Mocs1
81012,ENSMUST00000173363.7,Pfdn6
81013,ENSMUST00000173364.1,Gper1
81014,ENSMUST00000173366.7,Suclg1
81015,ENSMUST00000173367.7,Jarid2
81016,ENSMUST00000173368.1,Hoxa13
81017,ENSMUST00000173369.1,Trim39
81018,ENSMUST00000173370.1,Hmgb1-ps7
81019,ENSMUST00000173372.7,Myo1f
81020,ENSMUST00000173374.1,Gm20457
81021,ENSMUST00000173375.1,Tyw1
81022,ENSMUST00000173376.7,Ptprd
81023,ENSMUST00000173377.1,Vmn2r-ps84
81024,ENSMUST00000173378.7,Blcap
81025,ENSMUST00000173379.8,Rgl2
81026,ENSMUST00000173380.1,Gpank1
81027,ENSMUST00000173381.7,Flot1
81028,ENSMUST00000173382.1,Vmn2r-ps69
81029,ENSMUST00000173383.1,Gne
81030,ENSMUST00000173384.1,Cyfip1
81031,ENSMUST00000173386.1,Kifc1
81032,ENSMUST00000173387.1,Scgb1b27
81033,ENSMUST00000173388.1,Psme1
81034,ENSMUST00000173389.7,Notch4
81035,ENSMUST00000173391.1,Uggt2
81036,ENSMUST00000173392.1,March2
81037,ENSMUST00000173393.7,Rbm38
81038,ENSMUST00000173394.1,Cyp21a1
81039,ENSMUST00000173395.7,Obox3
81040,ENSMUST00000173396.1,Banp
81041,ENSMUST00000173397.7,Dnm2
81042,ENSMUST00000173398.1,Gm7651
81043,ENSMUST00000173399.1,Wasl
81044,ENSMUST00000173400.7,Katna1
81045,ENSMUST00000173402.2,Gm5682
81046,ENSMUST00000173403.7,Skiv2l
81047,ENSMUST00000173404.1,Kcnq5
81048,ENSMUST00000173405.7,Syncrip
81049,ENSMUST00000173406.1,Trp53inp2
81050,ENSMUST00000173407.7,Mterf3
81051,ENSMUST00000173408.7,Bicd1
81052,ENSMUST00000173409.1,Suclg1
81053,ENSMUST00000173410.1,Pfas
81054,ENSMUST00000173411.7,Mecom
81055,ENSMUST00000173412.1,Pla2g6
81056,ENSMUST00000173414.1,Ahr
81057,ENSMUST00000173415.1,Skiv2l
81058,ENSMUST00000173416.1,Gm20526
81059,ENSMUST00000173417.1,Prr3
81060,ENSMUST00000173418.1,Cd320
81061,ENSMUST00000173419.1,Klhdc1
81062,ENSMUST00000173420.1,Art2a-ps
81063,ENSMUST00000173421.1,Hoxc6
81064,ENSMUST00000173423.1,Duxbl3
81065,ENSMUST00000173425.8,H2-Ke6
81066,ENSMUST00000173426.1,Myo1f
81067,ENSMUST00000173427.1,Gm8752
81068,ENSMUST00000173428.7,Svopl
81069,ENSMUST00000173429.7,Rbms3
81070,ENSMUST00000173430.1,Mocs1
81071,ENSMUST00000173432.2,Hoxb6
81072,ENSMUST00000173433.7,Baz1a
81073,ENSMUST00000173434.1,Yrdc
81074,ENSMUST00000173435.7,H2-T3
81075,ENSMUST00000173436.1,Vmn1r-ps66
81076,ENSMUST00000173437.1,Tlx1os
81077,ENSMUST00000173438.1,Gm3585
81078,ENSMUST00000173439.2,Zfp141
81079,ENSMUST00000173441.8,Psmb8
81080,ENSMUST00000173443.7,Obox1
81081,ENSMUST00000173444.1,Gm18779
81082,ENSMUST00000173445.1,Vps52
81083,ENSMUST00000173446.1,Zfp419
81084,ENSMUST00000173447.1,Sox8
81085,ENSMUST00000173449.1,Rnf8
81086,ENSMUST00000173450.3,Olfr756-ps1
81087,ENSMUST00000173452.1,Gm20451
81088,ENSMUST00000173453.1,Baz1a
81089,ENSMUST00000173454.1,March2
81090,ENSMUST00000173455.7,Obox5
81091,ENSMUST00000173456.7,Vdac2
81092,ENSMUST00000173457.1,Gm20409
81093,ENSMUST00000173458.1,Ralgapb
81094,ENSMUST00000173459.2,Vmn2r34
81095,ENSMUST00000173460.1,Mapk6
81096,ENSMUST00000173461.2,1700116B05Rik
81097,ENSMUST00000173462.2,Scnm1
81098,ENSMUST00000173463.1,Gm18560
81099,ENSMUST00000173464.1,Gm20525
81100,ENSMUST00000173465.1,Mtx1
81101,ENSMUST00000173466.2,Trpc7
81102,ENSMUST00000173467.1,Vmn1r-ps60
81103,ENSMUST00000173468.7,Pear1
81104,ENSMUST00000173469.1,Kpna1
81105,ENSMUST00000173470.1,Uggt2
81106,ENSMUST00000173471.7,E2f7
81107,ENSMUST00000173472.2,Olfr103
81108,ENSMUST00000173473.7,Xlr3a
81109,ENSMUST00000173475.7,Mtx1
81110,ENSMUST00000173476.1,Ap1g1
81111,ENSMUST00000173477.7,Mtx1
81112,ENSMUST00000173478.1,Ly6g6c
81113,ENSMUST00000173479.1,Rfx4
81114,ENSMUST00000173480.7,Rps28
81115,ENSMUST00000173481.1,Znrf1
81116,ENSMUST00000173482.7,Sra1
81117,ENSMUST00000173483.7,Dtnb
81118,ENSMUST00000173484.1,Gm16451
81119,ENSMUST00000173485.7,Gtf2i
81120,ENSMUST00000173486.7,Rpp21
81121,ENSMUST00000173487.7,Mtmr7
81122,ENSMUST00000173488.1,Pate2
81123,ENSMUST00000173489.2,Zfp141
81124,ENSMUST00000173490.7,Pear1
81125,ENSMUST00000173491.7,Bag6
81126,ENSMUST00000173492.8,Kifc1
81127,ENSMUST00000173493.7,Flot1
81128,ENSMUST00000173494.3,Ak9
81129,ENSMUST00000173495.7,Mecom
81130,ENSMUST00000173496.7,Col26a1
81131,ENSMUST00000173497.7,Cyfip1
81132,ENSMUST00000173498.1,Dtnb
81133,ENSMUST00000173499.1,Malat1
81134,ENSMUST00000173500.1,Gm9612
81135,ENSMUST00000173501.1,Cog4
81136,ENSMUST00000173502.1,Rgl2
81137,ENSMUST00000173503.2,Gsdmc
81138,ENSMUST00000173504.7,Gtf2i
81139,ENSMUST00000173506.7,Znrf1
81140,ENSMUST00000173507.7,Tmem234
81141,ENSMUST00000173508.1,Vmn1r-ps79
81142,ENSMUST00000173509.1,Gtf2i
81143,ENSMUST00000173510.1,Ltb
81144,ENSMUST00000173511.1,Katna1
81145,ENSMUST00000173512.1,Gm20441
81146,ENSMUST00000173513.8,Trpc7
81147,ENSMUST00000173514.7,Il1rl1
81148,ENSMUST00000173515.1,Gm18354
81149,ENSMUST00000173516.7,Enpp2
81150,ENSMUST00000173518.1,Vmn1r-ps74
81151,ENSMUST00000173520.2,Ddah2
81152,ENSMUST00000173521.1,Ldhd
81153,ENSMUST00000173522.7,Sdr42e1
81154,ENSMUST00000173524.7,Dtnb
81155,ENSMUST00000173525.1,Usp22
81156,ENSMUST00000173526.1,Scyl2
81157,ENSMUST00000173527.1,Scnm1
81158,ENSMUST00000173528.7,Gm20548
81159,ENSMUST00000173529.1,Baz1a
81160,ENSMUST00000173530.3,Grp
81161,ENSMUST00000173531.1,Gria1
81162,ENSMUST00000173532.1,Tbc1d14
81163,ENSMUST00000173533.1,Ptger3
81164,ENSMUST00000173535.7,Bag6
81165,ENSMUST00000173536.1,Gm8018
81166,ENSMUST00000173537.1,Gstt3
81167,ENSMUST00000173538.1,Prdm5
81168,ENSMUST00000173539.7,Dlk1
81169,ENSMUST00000173540.1,Ppp1r11
81170,ENSMUST00000173541.7,Rasgrp1
81171,ENSMUST00000173542.7,Dtnb
81172,ENSMUST00000173543.1,H2-K1
81173,ENSMUST00000173544.1,Psme1
81174,ENSMUST00000173545.1,Vmn1r-ps25
81175,ENSMUST00000173546.1,Mettl3
81176,ENSMUST00000173547.7,Rcbtb1
81177,ENSMUST00000173548.2,Tmcc1
81178,ENSMUST00000173550.7,Bag6
81179,ENSMUST00000173551.7,Ager
81180,ENSMUST00000173552.1,Gm8878
81181,ENSMUST00000173553.7,C87198
81182,ENSMUST00000173554.8,Rxrb
81183,ENSMUST00000173555.7,Kpna1
81184,ENSMUST00000173556.1,Ndufa7
81185,ENSMUST00000173557.1,Calm3
81186,ENSMUST00000173558.1,Prrc2a
81187,ENSMUST00000173559.1,Adam32
81188,ENSMUST00000173560.7,Ptprd
81189,ENSMUST00000173561.7,Txn2
81190,ENSMUST00000173562.1,Ddah2
81191,ENSMUST00000173564.1,Gabbr1
81192,ENSMUST00000173565.1,Psmd11
81193,ENSMUST00000173566.1,Arhgap21
81194,ENSMUST00000173567.1,Cdk3-ps
81195,ENSMUST00000173568.2,Olfr755-ps1
81196,ENSMUST00000173569.1,Gne
81197,ENSMUST00000173570.1,Gm6623
81198,ENSMUST00000173571.1,V1rd19
81199,ENSMUST00000173572.1,Ptdss2
81200,ENSMUST00000173573.7,Ank1
81201,ENSMUST00000173574.1,Rhox2c
81202,ENSMUST00000173575.2,Gm3912
81203,ENSMUST00000173576.1,Gm20522
81204,ENSMUST00000173577.7,H2-T3
81205,ENSMUST00000173578.1,Hnrnpl
81206,ENSMUST00000173579.1,Abhd16a
81207,ENSMUST00000173580.7,Duxbl1
81208,ENSMUST00000173581.7,Tnfaip2
81209,ENSMUST00000173582.1,Cchcr1
81210,ENSMUST00000173583.7,2410141K09Rik
81211,ENSMUST00000173584.7,Vars
81212,ENSMUST00000173585.1,Prr3
81213,ENSMUST00000173586.3,Gm9286
81214,ENSMUST00000173587.1,Vmn2r-ps41
81215,ENSMUST00000173588.7,Zfp57
81216,ENSMUST00000173589.7,Ager
81217,ENSMUST00000173590.1,Trak2
81218,ENSMUST00000173591.1,Gm8868
81219,ENSMUST00000173592.7,Ptprd
81220,ENSMUST00000173593.7,Mtx1
81221,ENSMUST00000173594.1,Gm18737
81222,ENSMUST00000173595.1,Nnat
81223,ENSMUST00000173596.1,Dhx16
81224,ENSMUST00000173598.7,Chadl
81225,ENSMUST00000173599.1,Gm19246
81226,ENSMUST00000173600.1,Ltb
81227,ENSMUST00000173601.1,Pla2g6
81228,ENSMUST00000173602.1,H2-K1
81229,ENSMUST00000173604.1,Skida1
81230,ENSMUST00000173605.1,Gm15564
81231,ENSMUST00000173607.1,L3mbtl2
81232,ENSMUST00000173608.1,Omt2a
81233,ENSMUST00000173609.1,Gm20387
81234,ENSMUST00000173610.1,Olfr133
81235,ENSMUST00000173611.1,Vdr
81236,ENSMUST00000173612.1,Stard6
81237,ENSMUST00000173613.1,Cd6
81238,ENSMUST00000173614.1,Itgb1bp1
81239,ENSMUST00000173615.7,Pkn2
81240,ENSMUST00000173616.7,H2-Ke6
81241,ENSMUST00000173617.7,Duxbl2
81242,ENSMUST00000173618.1,Pitx1
81243,ENSMUST00000173619.1,Lgr5
81244,ENSMUST00000173620.1,A930009A15Rik
81245,ENSMUST00000173621.7,Ube2i
81246,ENSMUST00000173622.1,Gm20490
81247,ENSMUST00000173623.1,Evx2
81248,ENSMUST00000173624.1,Gm20501
81249,ENSMUST00000173625.1,Gm8909
81250,ENSMUST00000173626.7,Daxx
81251,ENSMUST00000173627.7,Paip1
81252,ENSMUST00000173628.7,Flot1
81253,ENSMUST00000173629.7,H2-T3
81254,ENSMUST00000173630.7,Hap1
81255,ENSMUST00000173631.7,Txn2
81256,ENSMUST00000173632.7,Pla2g6
81257,ENSMUST00000173633.2,Csnk2b
81258,ENSMUST00000173634.1,E2f7
81259,ENSMUST00000173635.1,Esrra
81260,ENSMUST00000173636.1,Gigyf2
81261,ENSMUST00000173637.1,4931413I07Rik
81262,ENSMUST00000173638.1,Xpo4
81263,ENSMUST00000173639.1,Trim15
81264,ENSMUST00000173640.7,Hsf4
81265,ENSMUST00000173641.1,Kpna1
81266,ENSMUST00000173642.1,Tcerg1
81267,ENSMUST00000173643.1,Gm3623
81268,ENSMUST00000173644.1,Dxo
81269,ENSMUST00000173645.3,Pitx2
81270,ENSMUST00000173646.2,Slit2
81271,ENSMUST00000173647.1,Ptpn6
81272,ENSMUST00000173648.1,Gm20478
81273,ENSMUST00000173649.1,Kank3
81274,ENSMUST00000173650.1,Rhox2a
81275,ENSMUST00000173651.4,Gtf2i
81276,ENSMUST00000173652.1,Gm20450
81277,ENSMUST00000173653.1,Opn1sw
81278,ENSMUST00000173654.1,Arhgap21
81279,ENSMUST00000173655.7,Cpsf4l
81280,ENSMUST00000173656.1,Mettl3
81281,ENSMUST00000173657.1,Gm20426
81282,ENSMUST00000173658.7,Ppp2r1a
81283,ENSMUST00000173659.1,L1td1
81284,ENSMUST00000173660.1,B3gnt2
81285,ENSMUST00000173661.7,Jmjd1c
81286,ENSMUST00000173662.1,Ptprd
81287,ENSMUST00000173663.1,Gigyf2
81288,ENSMUST00000173664.1,Slc44a4
81289,ENSMUST00000173665.7,Trim39
81290,ENSMUST00000173666.7,H2afz
81291,ENSMUST00000173668.1,Vmn1r139
